address,district,city,price_eur,debt_free_price_eur,housing_company_loan_eur,room_count,size_sqm,floor,year_built,property_type,pipe_renovation_done,pipe_renovation_year,pipe_renovation_info,is_rented_out,monthly_cost_eur,hoitovastike_eur_month,tonttivuokra_eur_month,score,rank,nearest_stop,distance_m,lat,lon,_search_pass,listing_url
"Klaavuntie 16, Puotila, Helsinki",Puotila,helsinki,160000.0,160000.0,,2,51.5,2/4,1962,kerrostalo,True,,"ykinpesukoneelle.
Asunto Oy Klaavuntie 16 on hyvin hoidettu taloyhtiö, jossa on toteutettu vuosien varrella kattavasti peruskorjauksia, mukaan lukien linjasaneeraus. Asukkaiden käytössä on sauna, hyvät varastotilat sekä viihtyisä piha-alue leikkipaikkoineen.
Tämä koti tarjoaa mainion yhdistelmän sujuvaa arkea, hy",True,992.06,334.75,,48,166,,,60.212981,25.093582,pipe_reno_done,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24678842
"Kiskontie 18 A, Ruskeasuo, Helsinki",Ruskeasuo,helsinki,142683.84,198000.0,55316.16,2,41.0,2/3,1964,kerrostalo,True,2020,"istimet. 
2020: Patteriverkoston perussäätö ja patteriventtiilien ja lämmönjakokeskuksen uusiminen. 
2021: Linjasaneerauksen hankesuunnittelu. 
2023: Linjasaneeraus sisältäen märkätilojen peruskorjauksen, asuinhuoneiston syöttökaapeleiden, ryhmäkeskusten ja antenni- ja datakaapeloinnin uusimisen, talonmiehen asun",True,1242.75,393.3,,46,189,,,60.2017,24.905124,pipe_reno_2020,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24679712
"Klaavuntie 9 E, Puotila, Helsinki",Puotila,helsinki,156307.27,185000.0,28692.73,2,55.0,2/3,1961,kerrostalo,True,,"okonaisuuden kruunaa reilunkokoinen parveke, jonka toisen asuinkerroksen näkymät aukeavat laajalle ja vehreälle pihalle.

1961 valmistuneessa talossa putkiremontti ja julkisivu-/kattoremontti ovat jo takanapäin. Tontin vuokrasopimus on jo uusittu, joten epävarmuutta korotuksen suuruudesta ei enää ole.

Alue tunn",True,1193.22,409.5,,46,207,,,60.212379,25.097755,pipe_reno_done,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/23649823
"Viertolankuja 8 C, Viertola, Vantaa",Viertola,vantaa,198000.0,198000.0,,2,43.0,4/7,2012,kerrostalo,False,,,True,1047.25,197.8,,45,219,,,60.290249,25.017564,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24552566
"Lumikintie 4 D, Roihuvuori, Helsinki",Roihuvuori,helsinki,159000.0,159000.0,,2,45.0,3/4,1959,kerrostalo,True,2016,"umppaamolla. Ilmanvaihtokoneiden muutokset Vuorenpeikontie 3A 1 kpl ja 3B 1 kpl.
2016 Soneran taloyhtiön laajakaistaliittymän käyttöönotto.
2015-2016 linjasaneeraus 2. vaihe, sisältäen myös tele- ja sähköjärjestelmien uusimisen, tonttiliittymien
uusinta, vesi-, sähkö-, kaasu ja viemäriliittymien uusinta, porrashu",True,887.32,137.54,97.52,43,266,,,60.203562,25.057248,pipe_reno_2016,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24423911
"Käpyläntie 11, Koskela, Helsinki",Koskela,helsinki,80000.0,157000.0,,1,28.0,1/6,2021,kerrostalo,False,,,True,866.14,224.0,,43,267,,,60.216948,24.959999,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24394741
"Haltiantie 16 B, Louhela, Vantaa",Louhela,vantaa,159000.0,159000.0,,1,27.0,1/8,2023,kerrostalo,False,,,True,846.66,99.9,94.5,43,268,,,60.269282,24.859018,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24346199
"Ohrakuja 3 B, Satomäki, Vantaa",Satomäki,vantaa,99000.0,99000.0,,2,43.5,2/6,1960,kerrostalo,True,2016,"istys
2016-2017 Ilmanvaihdon lämmön talteenoton asennus ja ilmanvaihdon koneiden uusinta
2016-2017 Huoneistoihin tuotu cat 6 sekä valokuitu
2016-2017 Putkiremontti: Sisältäen käyttövesi- ja sähkösaneerauksen huoneistokeskuksiin sekä 
keittiöihin uudet sähkösyöttö liedelle ja astianpesukoneelle asti sekä yleiset",True,621.88,273.0,,43,276,Jokiniemi,863,60.296365,25.061953,pipe_reno_2016,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24220672
"Antaksentie 13 A, Pakkalanrinne, Vantaa",Pakkalanrinne,vantaa,187000.0,187000.0,,2,45.5,4/6,2010,kerrostalo,False,,,True,998.58,204.75,,42,290,Backasbrinken/Pakkalanrinne,305,60.293417,24.947263,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24620266
"Fleminginkatu 25 D, Harju, Helsinki",Harju,helsinki,149000.0,149000.0,,1,26.3,3/5,1911,kerrostalo,False,,,True,798.94,197.25,,42,291,,,60.183551,24.95316,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24643712
"Merimiehenkatu 24 B, Punavuori, Helsinki",Punavuori,helsinki,188000.0,188000.0,,1,23.0,4/5,1960,kerrostalo,False,,,True,971.39,172.5,,42,292,,,60.160036,24.93755,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24641710
"Vaasankatu 20 a B, Kallio, Helsinki",Kallio,helsinki,111122.62,115000.0,3877.38,1,22.0,5/6,1936,kerrostalo,True,1984,"inen, vanhojen valaistusryhmäjohtojen uusiminen, varusteiden ja valaisimien uusimista ullakolla ja kellarissa, ovipuhelinkojeiden uusimista harkitaan linjasaneeraushankkeen seuraavan vaiheen yhteydessä.
Tehdyt remontit
1966 kaukolämpö, 1974 viemärit, käyttövesiputket, vesikalusteet, 1984 ikkunat, 1988 lämpökeskus",True,603.58,173.8,,42,312,,,60.188274,24.959666,pipe_reno_1984,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/23714836
"Arhotie 24 F, Puotinharju, Helsinki",Puotinharju,helsinki,112823.17,128000.0,15176.83,2,50.0,2/4,1964,kerrostalo,False,,,True,897.51,329.64,72.36,41,317,,,60.218481,25.085866,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24690741
"Rakentajantie 10, Reimarla, Helsinki",Reimarla,helsinki,88422.2,115000.0,26577.8,1,32.5,5/6,1973,kerrostalo,True,2021,"n parvekkeen.

Asunto sijaitsee erittäin hyvin hoidetussa taloyhtiössä, jossa suuret remontit on jo takana. Viimeisimpänä valmistui vuonna 2021 laaja linjasaneeraus, jonka yhteydessä myös huoneiston kylpyhuone uusittiin.

Kohde soveltuu erinomaisesti sekä omaan käyttöön että sijoitukseen. Asunto on vuokrattu tois",True,576.03,146.25,,41,319,,,60.229824,24.853416,pipe_reno_2021,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24686702
"Helatehtaankatu 6, Ala-Malmi, Helsinki",Ala-Malmi,helsinki,159500.0,159500.0,,2,56.0,1/2,2013,luhtitalo,False,,,True,1242.78,392.0,196.0,41,328,,,60.25463,25.019164,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24543440
"Lumikintie 6, Roihuvuori, Helsinki",Roihuvuori,helsinki,110000.0,110000.0,8468.81,1,24.0,1/4,1958,kerrostalo,True,2019,"aminen A-talon länsipäädystä.
2019: Piha-alueen hulevesien poisjohtaminen.
2017: Ovikoodit porrashuoneiden oviin putkiremontin yhteydessä.
2016-2017: Linjasaneeraus, perinteinen menetelmä, sis. kylpyhuonekorjaukset. Ilmastointihormien nuohous putkiremontin yhteydessä.
2015: Linjasaneerauksen kilpailutus ja päätös",True,549.5,145.0,,41,336,,,60.203078,25.055795,pipe_reno_2019,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24468142
"Rubiinikehä 3, Kivistö, Vantaa",Kivistö,vantaa,154000.0,154000.0,,1,31.5,1/6,2017,kerrostalo,False,,,True,749.83,122.85,,41,337,,,60.321416,24.856885,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24393782
"Smoltinkuja 2 C, Tapanila, Helsinki",Tapanila,helsinki,118809.38,168000.0,49190.62,1,33.5,3/6,2022,kerrostalo,False,,,True,915.51,217.75,,40,353,,,60.264878,25.032337,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24679352
"Fleminginkatu 13 B, Torkkelinmäki, Helsinki",Torkkelinmäki,helsinki,102000.0,102000.0,,1,22.0,6/6,1937,kerrostalo,False,2027,"aatoitettu. Asunnossa kohtuullisesti säilytystilaa. Keskeinen sijainti, kaikki kallion palvelut ja liikenneyhteydet käden ulottuvilla. Yhtiössä alkaa linjasaneeraus alustavan aikataulun mukaan, kevät-kesä 2027.

Huoneisto on vuokrattu 01.07.2026 alkaen toistaiseksi voimassa olevalla vuokrasopimuksella. Vuokra sop",True,535.65,171.6,,40,360,,,60.188346,24.95302,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24650128
"Ullanmäentie 12 B, Ymmersta, Espoo",Ymmersta,espoo,168000.0,168000.0,,1,33.5,7/7,2018,kerrostalo,False,,,True,831.76,134.0,,40,386,,,60.205973,24.708326,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24484478
"Rubiinikehä 3 b, Kivistö, Vantaa",Kivistö,vantaa,135000.0,135000.0,,1,28.0,5/6,2017,kerrostalo,False,,,True,692.71,161.8,,40,400,,,60.321324,24.857388,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23798260
"Minna Canthin katu 9 A, Töölö, Helsinki",Töölö,helsinki,115591.0,119000.0,3409.0,1,18.5,4/6,1938,kerrostalo,False,,,True,577.66,127.65,,39,404,,,60.186319,24.918766,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24691191
"Tankomäenkatu 8 A, Vartioharju / Tankovainio, Helsinki",Vartioharju / Tankovainio,helsinki,179000.0,179000.0,,2,49.0,4/5,2018,kerrostalo,False,,,True,1164.98,274.4,137.2,39,456,,,60.22673,25.126131,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24513084
"Konalantie 10 A, Reimarla, Helsinki",Reimarla,helsinki,185000.0,185000.0,,2,42.0,1/3,1957,kerrostalo,True,2019,"kyvyn tarkistus
2019: Lukitus uusittu
2018: Tuuliturbiinit painovoimaisen ilmanvaihdon tehostamiseksi
2017: Linja- ja julkisivusaneeraus (perinteinen putkiremontti): kylpyhuoneiden täydellinen uusinta, taloyhtiön sauna uusittu, julkisivut kunnostettu/rapattu, parvekkeet kunnostettu, lämmönjakohuone uusittu, sähk",True,1014.72,231.0,,38,502,,,60.226828,24.852663,pipe_reno_2019,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24687219
"Mäkelänkatu 10 B, Vallila, Helsinki",Vallila,helsinki,99636.53,114000.0,14363.47,1,19.0,4/4,1940,kerrostalo,True,2014,"arastojen uusiminen, lukitus uusittu iLoq, portin kunnostusmaalaus, akustolevyjen asennus porrashuoneisiin.
2014 porrashuoneiden kunnostus.
2013-2014 putkisaneeraus, sähkösaneeraus, ilmanvaihdon muutos koneelliseksi, pesutupa ja kuivaushuone kunnostettu.
2006 valvontakamerat porraskäytäviin ja pihalle.
2005 anten",True,614.73,190.0,,38,527,,,60.21203,24.943649,pipe_reno_2014,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24539706
"Karistimentie 2 H, Myllypuro, Helsinki",Myllypuro,helsinki,133257.49,137000.0,3742.51,2,50.5,1/6,1964,kerrostalo,True,2005,"pputankojen kunnostus. Porraskäytävien peruspesu.
2005 Hissien peruskorjaus Ka 2ABCDEFGH. EXEC-lukitus Ka1 ABCD, Ka2 CD. LVIS hankesuunniotelma.
2006 Linjasaneeraus. Suunnitelmat valmiit. Urakkakilpailu pidetty EF- ja GH taloissa.
2007-2009 linjasaneeraus KA2 EF-GH/Ka2 AB-CD/Ka1 AB-CD.
2011 Julkisivuremontti
2017",True,792.48,251.46,,38,529,,,60.227702,25.070284,pipe_reno_2005,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24534156
"Säterinkatu 7 A, Säteri, Espoo",Säteri,espoo,166266.99,185000.0,18733.01,2,44.0,4/4,1999,kerrostalo,False,,,True,1021.32,237.6,,38,537,,,60.21425,24.803132,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24450968
"Kallioruohonpolku 5 B, Simonkallio, Vantaa",Simonkallio,vantaa,108167.25,128000.0,19832.75,2,55.0,4/6,1970,kerrostalo,True,2016,"uotojen korjaaminen
2016 Piha-alueiden kunnostus. Lämpökuvaus. Lukkojen uusiminen ILOQ-järjestelmään. Sokkelien maalaus. Julkisivujen huoltopesu
2015 Linjasaneeraus Maxbuild Oy ja Picote Oy
2014 Toteutussuunnittelu (Profil - Bau Consulting Oy)
2013 Hankesuunnittelu/Suomen Talokeskus Oy)
2012 LVV-putkistojen kunto",True,725.51,230.0,,38,538,,,60.305696,25.022753,pipe_reno_2016,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24416836
"Vilhonvuorenkuja 18 C, Vilhonvuori, Helsinki",Vilhonvuori,helsinki,159800.0,159800.0,,1,25.0,1/7,1927,kerrostalo,False,,,True,851.3,195.0,,37,569,,,60.187085,24.964369,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24408717
"Koivukyläntie 53 D, Malminiitty, Vantaa",Malminiitty,vantaa,82719.16,134900.0,52180.84,1,33.5,3/8,2015,kerrostalo,False,,,True,681.15,150.75,,36,579,,,60.316823,25.039262,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24679786
"Tegelhagen 2 C, Kauklahti, Espoo",Kauklahti,espoo,76183.45,137900.0,61716.55,2,34.5,2/3,2015,kerrostalo,False,,,True,804.32,258.75,,36,616,,,60.193373,24.598674,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24514494
"Aallonhuippu 3, Kivenlahti, Espoo",Kivenlahti,espoo,66000.0,47000.0,,1,37.0,1/3,1972,kerrostalo,True,2025,"2025-29:

Tuleva yhtiökokous 17.6.2026: Päätetään linjasaneerauksen toteutussuunnittelun käynnistämisestä, päätetään valtuuttaa hallitus valitsemaan linjasaneerausurakalle projektipäällikkö sekä valtuuttaa hallitus kilpailuttamaan tilaamaan linjasaneerauksen toteutussuunnitelma maksimissaan 100 000 eurolla, päät",True,265.44,179.48,,36,627,,,60.151147,24.638447,pipe_reno_2025,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24345181
"Ulappasaarentie 7, Vuosaari, Helsinki",Vuosaari,helsinki,76882.0,149990.0,73108.0,1,22.0,6/7,2017,kerrostalo,False,,,True,703.5,96.8,,36,634,,,60.211969,25.137944,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/23886125
"Kaskelantie 7, Hakunila, Vantaa",Hakunila,vantaa,70587.98,134990.0,64402.02,1,26.0,3/8,2018,kerrostalo,False,,,True,632.26,101.4,,36,635,Kaskela,136,60.281799,25.096128,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23831363
"Tegelhagen 2 B, Kauklahti, Espoo",Kauklahti,espoo,87490.72,165900.0,78409.28,2,48.0,3/3,2015,kerrostalo,False,,,True,1047.14,360.0,,35,669,,,60.193373,24.598674,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24682744
"Ohrakuja 1, Satomäki, Vantaa",Satomäki,vantaa,78654.12,129000.0,,2,52.5,2/3,1964,kerrostalo,True,2013,"kattavasti kaikki merkittävät remontit, joten tulevalle omistajalle tai asukkaille on luvassa huolettomia vuosia. Suurimpina remontteina mainittakoon linjasaneeraus (2013), piha- ja salaojaurakka (2023) sekä ikkunoiden ja ovien uusiminen (2023). Kauniisti hoidettu pihaalue ja hyvin hoidettu yhtiö tuovat lisäarvoa",True,789.32,288.75,,35,672,,,60.296137,25.061856,pipe_reno_2013,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24674729
"Kaarikuja 4, Kontula, Helsinki",Kontula,helsinki,82460.49,119000.0,36539.51,2,59.5,3/7,1967,kerrostalo,True,2015,"en talojen lämmönsiirtimen uusiminen -2015. Autokatoksen aitojen ja metalliosien maalaus -2016. Rakennusten ulkovaipan kunnostus ja maalaustyö -2018. Linjasaneeraus 2020-2021, vuosikorjaukset, autokatoksen saumauskorjaukset, lukituksen uusiminen, aurinkopaneelit 2023 - autohallin oven uusiminen 2023. Ikkunoiden k",True,688.01,238.0,,35,708,,,60.24028,25.078187,pipe_reno_2015,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24461814
"Hämeentie 156 a, Vanhakylä, Helsinki",Vanhakylä,helsinki,189000.0,189000.0,,2,37.2,1/4,1949,kerrostalo,False,,,True,1101.54,297.6,,34,743,,,60.188684,24.963639,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24499558
"Maasälväntie 14 C, Pihlajamäki, Helsinki",Pihlajamäki,helsinki,88463.35,120000.0,31536.65,2,55.5,5/8,1962,kerrostalo,True,2017,"nykseen, mikä tekee kesäpäivistä mukavampia.

Asunto on osa hyvin hoidettua taloyhtiötä, jossa on tehty merkittäviä perusparannuksia, mm. perinteinen putkiremontti vuosina 2017–2018, aurinkosähkövoimalan asennus vesikatolle 2022, piha-ja päätyjulkisivujen korjaus ja maalaus 2023. Taloyhtiössä on myös saunat, pes",True,763.11,308.05,,34,755,,,60.236388,25.010018,pipe_reno_2017,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24525795
"Viljatie 6 D, Malmi, Helsinki",Malmi,helsinki,121830.12,129000.0,7169.88,1,26.0,1/3,1962,kerrostalo,True,2015,"istyksen lisääminen, lämmitysjärjestelmän perussäätö ja patteriventtiilien uusinta 2015, lukituksen uusiminen 2012, sauna-, ja pesutilojen uusiminen, linjasaneeraus ja LVI järjestelmän uusiminen huoneistojen märkätiloissa, sähkönousujen ja yleiskaapeloinnin uusiminen 2011, saunatilat kunnostettu 2001, jätekatokse",True,643.57,143.0,,34,770,,,60.253719,25.012064,pipe_reno_2015,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/23733041
"Iiluodontie 7 A, Aurinkolahti, Helsinki",Aurinkolahti,helsinki,173888.56,185000.0,11111.44,2,47.5,7/8,2000,kerrostalo,False,,,True,983.22,199.5,,32,825,,,60.205476,25.146065,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24545887
"Lumikintie 3 A, Roihuvuori, Helsinki",Roihuvuori,helsinki,199000.0,199000.0,,2,51.1,3/4,1960,kerrostalo,True,,"kon suuntaan. Huoneisto on tehokkaasti vapaa uuden omistajan käyttöön.

Taloyhtiö on hyvin hoidettu ja laajasti peruskorjattu. Suuret remontit, kuten linjasaneeraus, julkisivujen kunnostus, ikkunoiden ja parvekeovien uusiminen sekä siirtyminen maalämpöön on jo tehty. Yhtiössä on monipuoliset yhteiset tilat, kuten",True,1162.35,307.84,,32,832,,,60.203755,25.058214,pipe_reno_done,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24300353
"Uotinmäentie 11 D 33, Mellunkylä, Helsinki",Mellunkylä,helsinki,126000.0,126000.0,,2,55.0,3/3,1968,kerrostalo,True,2024,"aapin lisäksi iso pakastin, sekä keraaminen liesi. Makuuhuoneen seinät maalattu 2024. Ikkunat, sekä parvekkeen ovi uusittu 2024. Pesutilat uusittu ja putkiremontti tehty 2015. Wc:ssä pyykinpesukone, joka ostettu uutena 7/2024. Asunnossa runsaasti säilytystilaa, lisäksi reilun kokoinen kellarikomero. Eteisessä ko",True,826.4,341.0,,32,840,Mellunmäki,413,60.236699,25.114868,pipe_reno_2024,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/23669883
"Maininkitie 9 D, Kivenlahti, Espoo",Kivenlahti,espoo,94555.14,149000.0,54444.86,2,58.0,3/4,1974,kerrostalo,True,2024,"vausrumpu, ja kokonaisuus palvelee vaivattomasti myös kiireisessä arjessa.

Asunto Oy Satoluiska tunnetaan erinomaisesti hoidettuna taloyhtiönä. LVIS-linjasaneeraus toteutettiin vuosina 2024-25 perinteisellä menetelmällä, eikä merkittäviä korjaushankkeita ole tiedossa lähivuosille. Asukkaiden käytössä ovat maksut",True,841.29,239.6,,31,842,,,60.151815,24.64851,pipe_reno_2024,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24620263
"Orvokkitie 4 B, Tikkurila, Vantaa",Tikkurila,vantaa,149000.0,149000.0,,2,55.0,3/3,1974,kerrostalo,False,,,True,873.94,272.25,,31,843,,,60.29467,25.035363,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24688691
"Kuusitie 11, Meilahti, Helsinki",Meilahti,helsinki,139000.0,139000.0,501.75,1,26.0,1/7,1945,kerrostalo,False,,,True,688.93,137.8,,31,844,,,60.194711,24.897684,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24688188
"Sokinvuorenrinne 4 B, Suvela, Espoo",Suvela,espoo,55346.6,94000.0,38653.4,2,61.0,1/9,1973,kerrostalo,True,2023,"valaisimet. Lattia: laatta. Seinät: kaakeli.
Säilytystilat
Kellarikomero ja kaapistot
Näkymät
Kulmahuoneisto, josta näkymät lounaaseen ja koilliseen
Putkiremontti
2023
Tulevat remontit
Kunnossapitotarveselvitys seuraavalle viidelle vuodelle:

2026: Ikkunoiden ja parvekeovien uusiminen. Julkisivujen pesu.
2027-2",True,656.05,332.45,,31,845,,,60.200425,24.66835,pipe_reno_2023,https://asunnot.oikotie.fi/myytavat-asunnot/espoo/24683170
